Formula,SMILES,Kind,Mode,Frequency,Intensity
C2H3O3P,O=P(O)(C#C)O,FundScaled,9,447.4626434,57.7592
C2H3O3P,O=P(O)(C#C)O,FundScaled,10,642.6077076,107.6831
C2H3O3P,O=P(O)(C#C)O,FundScaled,11,705.1486473,28.1433
C2H3O3P,O=P(O)(C#C)O,FundScaled,12,714.1725167,27.3378
C2H3O3P,O=P(O)(C#C)O,FundScaled,13,834.664408,220.1223
C2H3O3P,O=P(O)(C#C)O,FundScaled,14,880.1472098,368.6872
C2H3O3P,O=P(O)(C#C)O,FundScaled,15,967.3161469,42.8064
C2H3O3P,O=P(O)(C#C)O,FundScaled,16,978.1040459,74.3169
C2H3O3P,O=P(O)(C#C)O,FundScaled,17,1247.159057,274.811
C2H3O3P,O=P(O)(C#C)O,FundScaled,18,2117.533445,66.0859
C2H3O3P,O=P(O)(C#C)O,FundScaled,19,3298.074552,52.4509
C2H3O3P,O=P(O)(C#C)O,FundScaled,20,3721.838207,184.2613
C2H3O3P,O=P(O)(C#C)O,FundScaled,21,3727.126574,155.0084
C2H3OP_1,O=PC=C,FundScaled,1,130.6510678,1.952
C2H3OP_1,O=PC=C,FundScaled,2,239.1271002,7.3651
C2H3OP_1,O=PC=C,FundScaled,3,469.6387285,4.375
C2H3OP_1,O=PC=C,FundScaled,4,476.1649794,38.5767
C2H3OP_1,O=PC=C,FundScaled,5,630.8917537,83.5482
C2H3OP_1,O=PC=C,FundScaled,6,959.8082151,1.615
C2H3OP_1,O=PC=C,FundScaled,7,979.7915486,25.4869
C2H3OP_1,O=PC=C,FundScaled,8,1004.010576,18.163
C2H3OP_1,O=PC=C,FundScaled,9,1167.290322,85.9153
C2H3OP_1,O=PC=C,FundScaled,10,1220.940503,0.8769
C2H3OP_1,O=PC=C,FundScaled,11,1343.387741,49.3103
C2H3OP_1,O=PC=C,FundScaled,12,1587.510174,57.8211
C2H3OP_1,O=PC=C,FundScaled,13,2994.128264,9.8191
C2H3OP_1,O=PC=C,FundScaled,14,3018.643379,7.73
C2H3OP_1,O=PC=C,FundScaled,15,3096.309916,0.6756
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,1,152.2672284,9.3039
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,2,216.8534004,8.6763
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,3,403.1556069,25.9138
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,4,625.0681757,81.6494
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,5,705.5338579,63.0581
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,6,710.1296667,16.0128
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,7,713.4250919,29.5791
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,8,866.7168448,0.2627
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,9,993.3626581,103.3438
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,10,1086.853457,20.5478
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,11,1191.659922,195.4856
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,12,2102.390005,62.4673
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,13,2311.325931,46.1717
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,14,2324.769368,54.1564
C2H3OP_2,C#C[P]([H])([H])=O,FundScaled,15,3294.989528,52.8064
C2H4,C=C,FundScaled,1,794.8555657,0.0576
C2H4,C=C,FundScaled,2,933.2041649,96.2661
C2H4,C=C,FundScaled,3,953.502289,0
C2H4,C=C,FundScaled,4,1014.368035,0
C2H4,C=C,FundScaled,5,1168.229541,0
C2H4,C=C,FundScaled,6,1307.765928,0
C2H4,C=C,FundScaled,7,1379.590757,12.1589
C2H4,C=C,FundScaled,8,1637.097658,0
C2H4,C=C,FundScaled,9,2999.828273,14.4042
C2H4,C=C,FundScaled,10,3017.484122,0
C2H4,C=C,FundScaled,11,3087.662001,0
C2H4,C=C,FundScaled,12,3110.995913,15.7216
C2H4NO2P,C(C(=N)O)P=O,FundScaled,1,74.50937494,4.1483
C2H4NO2P,C(C(=N)O)P=O,FundScaled,2,96.63650958,2.5048
C2H4NO2P,C(C(=N)O)P=O,FundScaled,3,220.9995902,17.1267
C2H4NO2P,C(C(=N)O)P=O,FundScaled,4,340.3658118,1.162
C2H4NO2P,C(C(=N)O)P=O,FundScaled,5,408.8486503,45.9427
C2H4NO2P,C(C(=N)O)P=O,FundScaled,6,483.3875101,32.3076
C2H4NO2P,C(C(=N)O)P=O,FundScaled,7,602.1710971,24.0247
C2H4NO2P,C(C(=N)O)P=O,FundScaled,8,649.2131571,18.6994
C2H4NO2P,C(C(=N)O)P=O,FundScaled,9,673.7264596,97.0787
C2H4NO2P,C(C(=N)O)P=O,FundScaled,10,743.1366852,1.8001
C2H4NO2P,C(C(=N)O)P=O,FundScaled,11,856.4381069,77.5426
C2H4NO2P,C(C(=N)O)P=O,FundScaled,12,871.3795431,57.8174
C2H4NO2P,C(C(=N)O)P=O,FundScaled,13,1042.59537,2.6975
C2H4NO2P,C(C(=N)O)P=O,FundScaled,14,1079.212414,67.4759
C2H4NO2P,C(C(=N)O)P=O,FundScaled,15,1141.942094,69.2591
C2H4NO2P,C(C(=N)O)P=O,FundScaled,16,1164.900146,26.2216
C2H4NO2P,C(C(=N)O)P=O,FundScaled,17,1253.651242,7.9282
C2H4NO2P,C(C(=N)O)P=O,FundScaled,18,1327.872163,7.6558
C2H4NO2P,C(C(=N)O)P=O,FundScaled,19,1362.277848,325.355
C2H4NO2P,C(C(=N)O)P=O,FundScaled,20,1721.07909,320.5963
C2H4NO2P,C(C(=N)O)P=O,FundScaled,21,2876.241339,8.848
C2H4NO2P,C(C(=N)O)P=O,FundScaled,22,3001.64049,0.3395
C2H4NO2P,C(C(=N)O)P=O,FundScaled,23,3391.079376,18.3042
C2H4NO2P,C(C(=N)O)P=O,FundScaled,24,3467.271101,348.0776
C2H4NOP,C1C=NPO1,FundScaled,1,162.3198208,7.6911
C2H4NOP,C1C=NPO1,FundScaled,2,395.3209569,5.2593
C2H4NOP,C1C=NPO1,FundScaled,3,561.1045237,19.0542
C2H4NOP,C1C=NPO1,FundScaled,4,641.168774,58.1717
C2H4NOP,C1C=NPO1,FundScaled,5,719.7628883,42.2678
C2H4NOP,C1C=NPO1,FundScaled,6,748.1970941,7.4015
C2H4NOP,C1C=NPO1,FundScaled,7,802.3274288,21.4185
C2H4NOP,C1C=NPO1,FundScaled,8,849.7345657,1.6483
C2H4NOP,C1C=NPO1,FundScaled,9,880.9228789,5.6454
C2H4NOP,C1C=NPO1,FundScaled,10,927.2213309,54.381
C2H4NOP,C1C=NPO1,FundScaled,11,1009.432722,8.372
C2H4NOP,C1C=NPO1,FundScaled,12,1070.174804,102.2212
C2H4NOP,C1C=NPO1,FundScaled,13,1167.570857,1.4199
C2H4NOP,C1C=NPO1,FundScaled,14,1254.182255,5.3439
C2H4NOP,C1C=NPO1,FundScaled,15,1294.646823,2.1773
C2H4NOP,C1C=NPO1,FundScaled,16,1407.543092,4.6099
C2H4NOP,C1C=NPO1,FundScaled,17,1656.978319,61.3738
C2H4NOP,C1C=NPO1,FundScaled,18,2218.537901,133.8412
C2H4NOP,C1C=NPO1,FundScaled,19,2870.795338,40.1917
C2H4NOP,C1C=NPO1,FundScaled,20,2951.015599,13.4857
C2H4NOP,C1C=NPO1,FundScaled,21,2997.629415,20.313
C2H4O,C1CO1,FundScaled,1,781.4190938,0.3105
C2H4O,C1CO1,FundScaled,2,873.3960539,11.8802
C2H4O,C1CO1,FundScaled,3,883.0557068,75.9745
C2H4O,C1CO1,FundScaled,4,1004.49197,0
C2H4O,C1CO1,FundScaled,5,1098.895842,0.136
C2H4O,C1CO1,FundScaled,6,1107.914082,0
C2H4O,C1CO1,FundScaled,7,1117.908182,0.7317
C2H4O,C1CO1,FundScaled,8,1124.28281,5.1006
C2H4O,C1CO1,FundScaled,9,1269.727413,17.0278
C2H4O,C1CO1,FundScaled,10,1417.687764,0.453
C2H4O,C1CO1,FundScaled,11,1473.990049,4.5829
C2H4O,C1CO1,FundScaled,12,2960.741188,33.8354
C2H4O,C1CO1,FundScaled,13,2969.28414,16.8573
C2H4O,C1CO1,FundScaled,14,3053.880936,0
C2H4O,C1CO1,FundScaled,15,3066.284486,33.3829
C2H4O2_1,O1COC1,FundScaled,1,151.5219027,17.0117
C2H4O2_1,O1COC1,FundScaled,2,864.6855438,0
C2H4O2_1,O1COC1,FundScaled,3,942.7108595,122.9316
C2H4O2_1,O1COC1,FundScaled,4,1004.360958,0
C2H4O2_1,O1COC1,FundScaled,5,1037.398988,0
C2H4O2_1,O1COC1,FundScaled,6,1074.081967,0
C2H4O2_1,O1COC1,FundScaled,7,1082.841427,265.9627
C2H4O2_1,O1COC1,FundScaled,8,1085.270152,0
C2H4O2_1,O1COC1,FundScaled,9,1106.369327,0
C2H4O2_1,O1COC1,FundScaled,10,1125.700561,17.4886
C2H4O2_1,O1COC1,FundScaled,11,1282.776671,0
C2H4O2_1,O1COC1,FundScaled,12,1374.045996,17.3427
C2H4O2_1,O1COC1,FundScaled,13,1462.58984,8.7093
C2H4O2_1,O1COC1,FundScaled,14,1497.009361,0
C2H4O2_1,O1COC1,FundScaled,15,2871.636942,203.8031
C2H4O2_1,O1COC1,FundScaled,16,2885.122841,0
C2H4O2_1,O1COC1,FundScaled,17,2935.292101,0
C2H4O2_1,O1COC1,FundScaled,18,2938.120827,94.9125
C2H4O2_2,O=CCO,FundScaled,1,67.09247376,21.2877
C2H4O2_2,O=CCO,FundScaled,2,262.6509928,111.7842
C2H4O2_2,O=CCO,FundScaled,3,323.5041436,39.6416
C2H4O2_2,O=CCO,FundScaled,4,517.4350836,2.4271
C2H4O2_2,O=CCO,FundScaled,5,671.4967805,5.1575
C2H4O2_2,O=CCO,FundScaled,6,999.2398621,35.8066
C2H4O2_2,O=CCO,FundScaled,7,1018.755065,20.5959
C2H4O2_2,O=CCO,FundScaled,8,1089.341438,85.1938
C2H4O2_2,O=CCO,FundScaled,9,1151.973885,17.6074
C2H4O2_2,O=CCO,FundScaled,10,1275.33372,3.3171
C2H4O2_2,O=CCO,FundScaled,11,1310.373948,21.1524
C2H4O2_2,O=CCO,FundScaled,12,1338.586493,20.0023
C2H4O2_2,O=CCO,FundScaled,13,1378.057835,14.36
C2H4O2_2,O=CCO,FundScaled,14,1792.274433,170.5615
C2H4O2_2,O=CCO,FundScaled,15,2787.018009,82.7933
C2H4O2_2,O=CCO,FundScaled,16,2907.619442,22.9164
C2H4O2_2,O=CCO,FundScaled,17,2967.034423,7.0867
C2H4O2_2,O=CCO,FundScaled,18,3757.955059,58.3123
C2H4O2_3,OC(C)=O,FundScaled,1,70.05030292,0.1373
C2H4O2_3,OC(C)=O,FundScaled,2,410.8516116,4.8365
C2H4O2_3,OC(C)=O,FundScaled,3,529.8974127,25.5151
C2H4O2_3,OC(C)=O,FundScaled,4,572.2389881,42.2239
C2H4O2_3,OC(C)=O,FundScaled,5,646.4271793,96.9193
C2H4O2_3,OC(C)=O,FundScaled,6,847.9249254,2.8269
C2H4O2_3,OC(C)=O,FundScaled,7,960.1516317,43.9312
C2H4O2_3,OC(C)=O,FundScaled,8,1016.916703,10.4236
C2H4O2_3,OC(C)=O,FundScaled,9,1169.886795,205.8967
C2H4O2_3,OC(C)=O,FundScaled,10,1281.624283,27.4916
C2H4O2_3,OC(C)=O,FundScaled,11,1357.397878,115.0011
C2H4O2_3,OC(C)=O,FundScaled,12,1383.703931,14.1943
C2H4O2_3,OC(C)=O,FundScaled,13,1391.899651,9.2599
C2H4O2_3,OC(C)=O,FundScaled,14,1793.508022,376.2504
C2H4O2_3,OC(C)=O,FundScaled,15,2933.307842,0.662
C2H4O2_3,OC(C)=O,FundScaled,16,3019.484602,2.0764
C2H4O2_3,OC(C)=O,FundScaled,17,3062.260625,2.9288
C2H4O2_3,OC(C)=O,FundScaled,18,3676.220767,84.5779
C2H4O2_4,O=COC,FundScaled,1,123.8820684,0.2388
C2H4O2_4,O=COC,FundScaled,2,290.254472,15.5215
C2H4O2_4,O=COC,FundScaled,3,335.1493912,27.2462
C2H4O2_4,O=COC,FundScaled,4,755.7955795,9.2846
C2H4O2_4,O=COC,FundScaled,5,934.7096062,26.2477
C2H4O2_4,O=COC,FundScaled,6,1010.454479,0.0707
C2H4O2_4,O=COC,FundScaled,7,1127.665163,1.0994
C2H4O2_4,O=COC,FundScaled,8,1145.067958,28.0262
C2H4O2_4,O=COC,FundScaled,9,1227.2512,300.1963
C2H4O2_4,O=COC,FundScaled,10,1338.70405,1.0563
C2H4O2_4,O=COC,FundScaled,11,1395.673893,9.9363
C2H4O2_4,O=COC,FundScaled,12,1403.206348,11.5278
C2H4O2_4,O=COC,FundScaled,13,1410.716666,15.6087
C2H4O2_4,O=COC,FundScaled,14,1771.197777,352.8252
C2H4O2_4,O=COC,FundScaled,15,2925.551437,34.0963
C2H4O2_4,O=COC,FundScaled,16,2934.275306,34.4187
C2H4O2_4,O=COC,FundScaled,17,3019.425442,12.9559
C2H4O2_4,O=COC,FundScaled,18,3051.977116,8.725
C2H4O2S_1,SCC(O)=O,FundScaled,1,50.295882,1.3413
C2H4O2S_1,SCC(O)=O,FundScaled,2,189.4301695,22.0458
C2H4O2S_1,SCC(O)=O,FundScaled,3,225.9327088,2.2607
C2H4O2S_1,SCC(O)=O,FundScaled,4,387.9195138,9.4534
C2H4O2S_1,SCC(O)=O,FundScaled,5,501.5145429,23.7463
C2H4O2S_1,SCC(O)=O,FundScaled,6,602.3986738,48.3182
C2H4O2S_1,SCC(O)=O,FundScaled,7,644.4527487,82.6303
C2H4O2S_1,SCC(O)=O,FundScaled,8,726.0297876,26.5058
C2H4O2S_1,SCC(O)=O,FundScaled,9,836.2250975,9.6841
C2H4O2S_1,SCC(O)=O,FundScaled,10,872.4564532,5.6861
C2H4O2S_1,SCC(O)=O,FundScaled,11,963.307839,8.5327
C2H4O2S_1,SCC(O)=O,FundScaled,12,1125.180999,172.5857
C2H4O2S_1,SCC(O)=O,FundScaled,13,1145.564524,104.1446
C2H4O2S_1,SCC(O)=O,FundScaled,14,1218.803572,2.8268
C2H4O2S_1,SCC(O)=O,FundScaled,15,1339.541456,83.6011
C2H4O2S_1,SCC(O)=O,FundScaled,16,1376.76623,52.4004
C2H4O2S_1,SCC(O)=O,FundScaled,17,1793.698481,283.6081
C2H4O2S_1,SCC(O)=O,FundScaled,18,2617.74436,4.7865
C2H4O2S_1,SCC(O)=O,FundScaled,19,2941.236004,10.8373
C2H4O2S_1,SCC(O)=O,FundScaled,20,3019.446148,0.4071
C2H4O2S_1,SCC(O)=O,FundScaled,21,3669.622952,99.9323
C2H4O2S_2,O=S(O)C=C,FundScaled,1,80.97951888,1.9828
C2H4O2S_2,O=S(O)C=C,FundScaled,2,218.628117,31.6538
C2H4O2S_2,O=S(O)C=C,FundScaled,3,248.0499198,7.0397
C2H4O2S_2,O=S(O)C=C,FundScaled,4,268.7354491,24.6163
C2H4O2S_2,O=S(O)C=C,FundScaled,5,374.1458276,52.3621
C2H4O2S_2,O=S(O)C=C,FundScaled,6,450.493946,27.1896
C2H4O2S_2,O=S(O)C=C,FundScaled,7,611.7725437,12.8854
C2H4O2S_2,O=S(O)C=C,FundScaled,8,695.0771617,47.6929
C2H4O2S_2,O=S(O)C=C,FundScaled,9,720.3365533,206.4514
C2H4O2S_2,O=S(O)C=C,FundScaled,10,948.1692652,52.39
C2H4O2S_2,O=S(O)C=C,FundScaled,11,964.1533556,1.9142
C2H4O2S_2,O=S(O)C=C,FundScaled,12,973.7493633,8.3849
C2H4O2S_2,O=S(O)C=C,FundScaled,13,1057.407703,64.0987
C2H4O2S_2,O=S(O)C=C,FundScaled,14,1140.719955,153.8482
C2H4O2S_2,O=S(O)C=C,FundScaled,15,1204.954791,9.3311
C2H4O2S_2,O=S(O)C=C,FundScaled,16,1348.239085,13.6084
C2H4O2S_2,O=S(O)C=C,FundScaled,17,1627.689532,0.1794
C2H4O2S_2,O=S(O)C=C,FundScaled,18,3010.749187,1.789
C2H4O2S_2,O=S(O)C=C,FundScaled,19,3044.652486,0.1133
C2H4O2S_2,O=S(O)C=C,FundScaled,20,3111.156982,0.3828
C2H4O2S_2,O=S(O)C=C,FundScaled,21,3633.342455,87.6128
C2H4O2S_3,OC(=O)SC,FundScaled,1,75.39783056,4.3899
C2H4O2S_3,OC(=O)SC,FundScaled,2,101.6512123,6.8164
C2H4O2S_3,OC(=O)SC,FundScaled,3,210.0240002,12.4392
C2H4O2S_3,OC(=O)SC,FundScaled,4,400.2914802,3.2465
C2H4O2S_3,OC(=O)SC,FundScaled,5,439.8857229,100.5128
C2H4O2S_3,OC(=O)SC,FundScaled,6,478.2917958,0.0141
C2H4O2S_3,OC(=O)SC,FundScaled,7,652.2936963,2.9095
C2H4O2S_3,OC(=O)SC,FundScaled,8,708.7726035,14.1659
C2H4O2S_3,OC(=O)SC,FundScaled,9,733.8701627,29.4777
C2H4O2S_3,OC(=O)SC,FundScaled,10,931.3677116,4.6248
C2H4O2S_3,OC(=O)SC,FundScaled,11,939.2479723,2.9621
C2H4O2S_3,OC(=O)SC,FundScaled,12,1111.354259,52.4548
C2H4O2S_3,OC(=O)SC,FundScaled,13,1234.950926,577.2467
C2H4O2S_3,OC(=O)SC,FundScaled,14,1279.321608,19.8999
C2H4O2S_3,OC(=O)SC,FundScaled,15,1369.590168,9.3286
C2H4O2S_3,OC(=O)SC,FundScaled,16,1379.805261,8.9917
C2H4O2S_3,OC(=O)SC,FundScaled,17,1807.394113,353.4435
C2H4O2S_3,OC(=O)SC,FundScaled,18,2933.91061,7.6412
C2H4O2S_3,OC(=O)SC,FundScaled,19,3044.428535,0.5738
C2H4O2S_3,OC(=O)SC,FundScaled,20,3051.816142,0.3044
C2H4O2S_3,OC(=O)SC,FundScaled,21,3704.356213,87.4327
C2H4O2S2_1,O=S1OCCS1,FundScaled,1,95.04423604,4.4518
C2H4O2S2_1,O=S1OCCS1,FundScaled,2,231.073843,3.8419
C2H4O2S2_1,O=S1OCCS1,FundScaled,3,268.8186553,0.8818
C2H4O2S2_1,O=S1OCCS1,FundScaled,4,374.9525083,1.7681
C2H4O2S2_1,O=S1OCCS1,FundScaled,5,412.4634462,52.8465
C2H4O2S2_1,O=S1OCCS1,FundScaled,6,483.1133684,7.9307
C2H4O2S2_1,O=S1OCCS1,FundScaled,7,561.4234174,37.4388
C2H4O2S2_1,O=S1OCCS1,FundScaled,8,665.7452446,66.8359
C2H4O2S2_1,O=S1OCCS1,FundScaled,9,676.1735055,28.8725
C2H4O2S2_1,O=S1OCCS1,FundScaled,10,839.2150832,10.1034
C2H4O2S2_1,O=S1OCCS1,FundScaled,11,917.1696927,16.8461
C2H4O2S2_1,O=S1OCCS1,FundScaled,12,992.5653286,13.4008
C2H4O2S2_1,O=S1OCCS1,FundScaled,13,1006.594072,52.8631
C2H4O2S2_1,O=S1OCCS1,FundScaled,14,1128.823657,11.0545
C2H4O2S2_1,O=S1OCCS1,FundScaled,15,1170.449201,209.9965
C2H4O2S2_1,O=S1OCCS1,FundScaled,16,1185.19703,18.4306
C2H4O2S2_1,O=S1OCCS1,FundScaled,17,1237.609423,13.2034
C2H4O2S2_1,O=S1OCCS1,FundScaled,18,1317.31394,0.2158
C2H4O2S2_1,O=S1OCCS1,FundScaled,19,1391.526368,5.2376
C2H4O2S2_1,O=S1OCCS1,FundScaled,20,1422.890158,3.4155
C2H4O2S2_1,O=S1OCCS1,FundScaled,21,2935.726835,18.7543
C2H4O2S2_1,O=S1OCCS1,FundScaled,22,2950.122373,9.8741
C2H4O2S2_1,O=S1OCCS1,FundScaled,23,3013.008828,1.8755
C2H4O2S2_1,O=S1OCCS1,FundScaled,24,3024.965718,3.8288
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,1,45.68929066,10.3004
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,2,267.3210384,0
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,3,316.2165365,0.0957
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,4,338.9279278,8.2452
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,5,410.2959809,29.2381
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,6,525.332997,27.8866
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,7,649.0812866,13.4835
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,8,679.8731298,11.2339
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,9,751.5653246,20.5454
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,10,752.9517772,2.9418
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,11,810.7840263,0
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,12,843.6601285,4.0694
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,13,980.6971798,4.0916
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,14,983.8346848,0
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,15,1095.717497,89.9478
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,16,1116.92297,7.9637
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,17,1174.734322,128.7098
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,18,1311.035304,233.1608
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,19,1364.998653,7.2626
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,20,1374.343802,4.1136
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,21,2969.551412,0.485
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,22,2970.641776,2.8487
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,23,3060.011766,0
C2H4O2S2_2,O=S1(=O)CSC1,FundScaled,24,3060.670641,5.9229
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,1,87.38525432,16.3212
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,2,261.7157813,16.0757
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,3,294.0460812,0
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,4,306.3597459,20.7433
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,5,334.6080735,0.3283
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,6,395.7440492,3.0485
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,7,597.002959,0
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,8,597.2596388,49.0699
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,9,663.0252021,6.0379
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,10,727.0131861,1.1479
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,11,746.6402213,3.4704
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,12,862.957583,6.4113
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,13,927.167514,0
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,14,968.876741,65.9113
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,15,1073.474237,0
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,16,1081.843048,119.2788
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,17,1091.199838,84.1847
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,18,1111.25903,124.7854
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,19,1328.746878,12.3398
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,20,1347.151869,6.1028
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,21,2952.799858,1.5543
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,22,2953.825432,7.8223
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,23,3056.476264,2.5606
C2H4O2S2_3,O=S1CS(=O)C1,FundScaled,24,3057.36472,7.1115
C2H4O2S2_4,OC(=O)CSS,FundScaled,1,25.36616654,2.2307
C2H4O2S2_4,OC(=O)CSS,FundScaled,2,55.7424556,0.8573
C2H4O2S2_4,OC(=O)CSS,FundScaled,3,162.9142874,2.4876
C2H4O2S2_4,OC(=O)CSS,FundScaled,4,254.3061321,1.2118
C2H4O2S2_4,OC(=O)CSS,FundScaled,5,313.1746423,12.1009
C2H4O2S2_4,OC(=O)CSS,FundScaled,6,403.4728784,4.7389
C2H4O2S2_4,OC(=O)CSS,FundScaled,7,482.8670894,0.4217
C2H4O2S2_4,OC(=O)CSS,FundScaled,8,510.8659891,32.3911
C2H4O2S2_4,OC(=O)CSS,FundScaled,9,586.4538963,65.8216
C2H4O2S2_4,OC(=O)CSS,FundScaled,10,651.9731806,64.9317
C2H4O2S2_4,OC(=O)CSS,FundScaled,11,756.6972985,12.8756
C2H4O2S2_4,OC(=O)CSS,FundScaled,12,843.8862739,0.5752
C2H4O2S2_4,OC(=O)CSS,FundScaled,13,851.0417243,5.7293
C2H4O2S2_4,OC(=O)CSS,FundScaled,14,888.1905432,6.6052
C2H4O2S2_4,OC(=O)CSS,FundScaled,15,1096.624465,75.099
C2H4O2S2_4,OC(=O)CSS,FundScaled,16,1170.899106,129.9884
C2H4O2S2_4,OC(=O)CSS,FundScaled,17,1214.32618,10.5246
C2H4O2S2_4,OC(=O)CSS,FundScaled,18,1336.386012,82.9601
C2H4O2S2_4,OC(=O)CSS,FundScaled,19,1358.761811,34.0411
C2H4O2S2_4,OC(=O)CSS,FundScaled,20,1790.737407,346.1107
C2H4O2S2_4,OC(=O)CSS,FundScaled,21,2560.138734,0.7163
C2H4O2S2_4,OC(=O)CSS,FundScaled,22,2937.685616,0.9751
C2H4O2S2_4,OC(=O)CSS,FundScaled,23,3029.672882,1.1173
C2H4O2S2_4,OC(=O)CSS,FundScaled,24,3678.375542,106.8645
C2H4O3_1,O=C(O)CO,FundScaled,1,83.311202,4.0809
C2H4O3_1,O=C(O)CO,FundScaled,2,261.7349608,45.8968
C2H4O3_1,O=C(O)CO,FundScaled,3,299.7921781,90.0564
C2H4O3_1,O=C(O)CO,FundScaled,4,465.6768901,8.8869
C2H4O3_1,O=C(O)CO,FundScaled,5,509.9295373,21.2604
C2H4O3_1,O=C(O)CO,FundScaled,6,591.078045,82.7501
C2H4O3_1,O=C(O)CO,FundScaled,7,661.2216686,91.8501
C2H4O3_1,O=C(O)CO,FundScaled,8,823.1174429,18.3096
C2H4O3_1,O=C(O)CO,FundScaled,9,966.3877103,14.6184
C2H4O3_1,O=C(O)CO,FundScaled,10,1095.644024,108.9938
C2H4O3_1,O=C(O)CO,FundScaled,11,1138.408215,197.9187
C2H4O3_1,O=C(O)CO,FundScaled,12,1187.064018,36.778
C2H4O3_1,O=C(O)CO,FundScaled,13,1276.869982,12.4304
C2H4O3_1,O=C(O)CO,FundScaled,14,1322.434177,67.4452
C2H4O3_1,O=C(O)CO,FundScaled,15,1355.118962,99.5022
C2H4O3_1,O=C(O)CO,FundScaled,16,1399.656343,10.4286
C2H4O3_1,O=C(O)CO,FundScaled,17,1803.273019,329.5784
C2H4O3_1,O=C(O)CO,FundScaled,18,2876.868248,29.0898
C2H4O3_1,O=C(O)CO,FundScaled,19,3000.020067,4.2084
C2H4O3_1,O=C(O)CO,FundScaled,20,3679.754456,101.3984
C2H4O3_1,O=C(O)CO,FundScaled,21,3742.208659,64.7196
C2H4O3_2,CC(OO)=O,FundScaled,1,52.85151586,0.3093
C2H4O3_2,CC(OO)=O,FundScaled,2,222.6356616,0.4012
C2H4O3_2,CC(OO)=O,FundScaled,3,321.8052859,17.1729
C2H4O3_2,CC(OO)=O,FundScaled,4,428.218147,15.8564
C2H4O3_2,CC(OO)=O,FundScaled,5,464.0380516,71.5634
C2H4O3_2,CC(OO)=O,FundScaled,6,618.1427829,29.4941
