Formula,SMILES,Kind,Mode,Frequency,Intensity
C4H8OS_8,O=CCCSC,FundScaled,31,2908.195016,26.6899
C4H8OS_8,O=CCCSC,FundScaled,32,2940.765488,13.9332
C4H8OS_8,O=CCCSC,FundScaled,33,2953.143275,10.0502
C4H8OS_8,O=CCCSC,FundScaled,34,3001.90986,9.3354
C4H8OS_8,O=CCCSC,FundScaled,35,3007.448323,1.2619
C4H8OS_8,O=CCCSC,FundScaled,36,3022.665619,4.2947
C4H8OS_9,SC(C(C)=O)C,FundScaled,1,59.489599,5.8632
C4H8OS_9,SC(C(C)=O)C,FundScaled,2,119.9971386,0.0781
C4H8OS_9,SC(C(C)=O)C,FundScaled,3,185.230449,1.0318
C4H8OS_9,SC(C(C)=O)C,FundScaled,4,229.3221226,0.3697
C4H8OS_9,SC(C(C)=O)C,FundScaled,5,241.6128866,22.039
C4H8OS_9,SC(C(C)=O)C,FundScaled,6,264.2273312,1.5032
C4H8OS_9,SC(C(C)=O)C,FundScaled,7,291.2121072,0.4211
C4H8OS_9,SC(C(C)=O)C,FundScaled,8,409.5507507,7.0072
C4H8OS_9,SC(C(C)=O)C,FundScaled,9,533.1637347,2.6188
C4H8OS_9,SC(C(C)=O)C,FundScaled,10,578.2684825,9.6844
C4H8OS_9,SC(C(C)=O)C,FundScaled,11,640.5970173,2.9009
C4H8OS_9,SC(C(C)=O)C,FundScaled,12,769.3506584,2.0415
C4H8OS_9,SC(C(C)=O)C,FundScaled,13,849.5128096,5.2836
C4H8OS_9,SC(C(C)=O)C,FundScaled,14,916.5357222,7.6545
C4H8OS_9,SC(C(C)=O)C,FundScaled,15,951.7460839,5.0714
C4H8OS_9,SC(C(C)=O)C,FundScaled,16,1016.567371,4.4555
C4H8OS_9,SC(C(C)=O)C,FundScaled,17,1038.949086,12.9642
C4H8OS_9,SC(C(C)=O)C,FundScaled,18,1081.652685,1.9209
C4H8OS_9,SC(C(C)=O)C,FundScaled,19,1143.828548,32.4466
C4H8OS_9,SC(C(C)=O)C,FundScaled,20,1207.627409,18.7896
C4H8OS_9,SC(C(C)=O)C,FundScaled,21,1288.3596,11.3692
C4H8OS_9,SC(C(C)=O)C,FundScaled,22,1325.243914,83.9482
C4H8OS_9,SC(C(C)=O)C,FundScaled,23,1343.249477,4.2773
C4H8OS_9,SC(C(C)=O)C,FundScaled,24,1376.953157,11.7657
C4H8OS_9,SC(C(C)=O)C,FundScaled,25,1394.349845,11.0246
C4H8OS_9,SC(C(C)=O)C,FundScaled,26,1401.956346,6.4157
C4H8OS_9,SC(C(C)=O)C,FundScaled,27,1407.81084,12.7445
C4H8OS_9,SC(C(C)=O)C,FundScaled,28,1764.41122,183.648
C4H8OS_9,SC(C(C)=O)C,FundScaled,29,2599.562652,0.0184
C4H8OS_9,SC(C(C)=O)C,FundScaled,30,2912.896168,1.0873
C4H8OS_9,SC(C(C)=O)C,FundScaled,31,2917.522321,15.3876
C4H8OS_9,SC(C(C)=O)C,FundScaled,32,2947.602235,4.6293
C4H8OS_9,SC(C(C)=O)C,FundScaled,33,2999.600696,2.7768
C4H8OS_9,SC(C(C)=O)C,FundScaled,34,3005.644981,12.8966
C4H8OS_9,SC(C(C)=O)C,FundScaled,35,3026.333659,6.0547
C4H8OS_9,SC(C(C)=O)C,FundScaled,36,3044.094947,5.7771
C4H8S_1,SC1(CC1)C,FundScaled,1,217.2537827,11.6804
C4H8S_1,SC1(CC1)C,FundScaled,2,228.0609565,2.1764
C4H8S_1,SC1(CC1)C,FundScaled,3,293.7616341,0.3995
C4H8S_1,SC1(CC1)C,FundScaled,4,313.925216,2.9978
C4H8S_1,SC1(CC1)C,FundScaled,5,330.1022457,0.2226
C4H8S_1,SC1(CC1)C,FundScaled,6,368.0457225,1.0206
C4H8S_1,SC1(CC1)C,FundScaled,7,554.9079489,2.1384
C4H8S_1,SC1(CC1)C,FundScaled,8,752.3640855,0.5038
C4H8S_1,SC1(CC1)C,FundScaled,9,806.8004321,6.3147
C4H8S_1,SC1(CC1)C,FundScaled,10,833.2895012,8.0063
C4H8S_1,SC1(CC1)C,FundScaled,11,857.4617727,0.3191
C4H8S_1,SC1(CC1)C,FundScaled,12,915.4241746,5.7189
C4H8S_1,SC1(CC1)C,FundScaled,13,947.1301414,0.6231
C4H8S_1,SC1(CC1)C,FundScaled,14,990.0774429,9.081
C4H8S_1,SC1(CC1)C,FundScaled,15,1024.782651,0.6671
C4H8S_1,SC1(CC1)C,FundScaled,16,1034.435434,2.9827
C4H8S_1,SC1(CC1)C,FundScaled,17,1077.890847,1.2479
C4H8S_1,SC1(CC1)C,FundScaled,18,1123.460099,0.0125
C4H8S_1,SC1(CC1)C,FundScaled,19,1191.93664,18.8947
C4H8S_1,SC1(CC1)C,FundScaled,20,1271.70213,1.2305
C4H8S_1,SC1(CC1)C,FundScaled,21,1351.961705,3.854
C4H8S_1,SC1(CC1)C,FundScaled,22,1386.417676,10.1676
C4H8S_1,SC1(CC1)C,FundScaled,23,1404.912744,4.0225
C4H8S_1,SC1(CC1)C,FundScaled,24,1413.273444,4.7391
C4H8S_1,SC1(CC1)C,FundScaled,25,1439.435128,3.6887
C4H8S_1,SC1(CC1)C,FundScaled,26,2592.346132,4.6943
C4H8S_1,SC1(CC1)C,FundScaled,27,2903.334798,24.8391
C4H8S_1,SC1(CC1)C,FundScaled,28,2988.413465,19.6958
C4H8S_1,SC1(CC1)C,FundScaled,29,2998.835428,16.19
C4H8S_1,SC1(CC1)C,FundScaled,30,2999.631231,8.4291
C4H8S_1,SC1(CC1)C,FundScaled,31,3003.722459,10.0842
C4H8S_1,SC1(CC1)C,FundScaled,32,3091.203038,0.1392
C4H8S_1,SC1(CC1)C,FundScaled,33,3101.197042,6.27
C4H8S_10,SC/C=C/C,FundScaled,1,79.40308506,0.5252
C4H8S_10,SC/C=C/C,FundScaled,2,149.4843041,0.8067
C4H8S_10,SC/C=C/C,FundScaled,3,189.8101319,12.3545
C4H8S_10,SC/C=C/C,FundScaled,4,197.5167282,3.1356
C4H8S_10,SC/C=C/C,FundScaled,5,277.0572181,6.6584
C4H8S_10,SC/C=C/C,FundScaled,6,342.5555099,1.4078
C4H8S_10,SC/C=C/C,FundScaled,7,471.9768048,1.0108
C4H8S_10,SC/C=C/C,FundScaled,8,674.6360985,11.0817
C4H8S_10,SC/C=C/C,FundScaled,9,722.9372254,0.9982
C4H8S_10,SC/C=C/C,FundScaled,10,809.9291585,0.9853
C4H8S_10,SC/C=C/C,FundScaled,11,870.5307822,4.8232
C4H8S_10,SC/C=C/C,FundScaled,12,938.1399552,14.0075
C4H8S_10,SC/C=C/C,FundScaled,13,951.585492,33.4219
C4H8S_10,SC/C=C/C,FundScaled,14,1016.739986,0.9563
C4H8S_10,SC/C=C/C,FundScaled,15,1056.775546,2.1401
C4H8S_10,SC/C=C/C,FundScaled,16,1091.050219,5.9215
C4H8S_10,SC/C=C/C,FundScaled,17,1157.871795,3.0047
C4H8S_10,SC/C=C/C,FundScaled,18,1206.726931,17.3594
C4H8S_10,SC/C=C/C,FundScaled,19,1267.55928,0.4963
C4H8S_10,SC/C=C/C,FundScaled,20,1278.852332,0.4808
C4H8S_10,SC/C=C/C,FundScaled,21,1339.6968,2.8598
C4H8S_10,SC/C=C/C,FundScaled,22,1383.695439,6.1584
C4H8S_10,SC/C=C/C,FundScaled,23,1390.968256,7.7771
C4H8S_10,SC/C=C/C,FundScaled,24,1403.454249,14.1668
C4H8S_10,SC/C=C/C,FundScaled,25,1698.599283,4.7178
C4H8S_10,SC/C=C/C,FundScaled,26,2602.123915,1.8115
C4H8S_10,SC/C=C/C,FundScaled,27,2901.149871,25.9724
C4H8S_10,SC/C=C/C,FundScaled,28,2939.595925,10.6047
C4H8S_10,SC/C=C/C,FundScaled,29,2974.938348,12.7644
C4H8S_10,SC/C=C/C,FundScaled,30,2995.554984,2.1344
C4H8S_10,SC/C=C/C,FundScaled,31,2997.218822,0.7825
C4H8S_10,SC/C=C/C,FundScaled,32,3008.603382,5.337
C4H8S_10,SC/C=C/C,FundScaled,33,3011.1656,37.2158
C4H8S_11,S\C(=C/C)C,FundScaled,1,117.9757613,4.7583
C4H8S_11,S\C(=C/C)C,FundScaled,2,156.3235326,0.6002
C4H8S_11,S\C(=C/C)C,FundScaled,3,200.8325732,1.704
C4H8S_11,S\C(=C/C)C,FundScaled,4,225.8933004,0.7545
C4H8S_11,S\C(=C/C)C,FundScaled,5,265.8946048,10.9101
C4H8S_11,S\C(=C/C)C,FundScaled,6,320.701849,1.2674
C4H8S_11,S\C(=C/C)C,FundScaled,7,466.7927316,3.4649
C4H8S_11,S\C(=C/C)C,FundScaled,8,496.7252222,2.1792
C4H8S_11,S\C(=C/C)C,FundScaled,9,602.8578348,6.1263
C4H8S_11,S\C(=C/C)C,FundScaled,10,762.3284144,16.819
C4H8S_11,S\C(=C/C)C,FundScaled,11,850.424166,3.6745
C4H8S_11,S\C(=C/C)C,FundScaled,12,911.8199704,4.6675
C4H8S_11,S\C(=C/C)C,FundScaled,13,991.7294494,0.2488
C4H8S_11,S\C(=C/C)C,FundScaled,14,1010.547609,2.7965
C4H8S_11,S\C(=C/C)C,FundScaled,15,1011.58139,1.3408
C4H8S_11,S\C(=C/C)C,FundScaled,16,1071.007057,4.0586
C4H8S_11,S\C(=C/C)C,FundScaled,17,1126.092928,24.9981
C4H8S_11,S\C(=C/C)C,FundScaled,18,1274.066829,18.3084
C4H8S_11,S\C(=C/C)C,FundScaled,19,1337.561491,3.0464
C4H8S_11,S\C(=C/C)C,FundScaled,20,1339.197467,3.4672
C4H8S_11,S\C(=C/C)C,FundScaled,21,1388.333233,9.8565
C4H8S_11,S\C(=C/C)C,FundScaled,22,1403.784689,2.7944
C4H8S_11,S\C(=C/C)C,FundScaled,23,1408.129639,12.293
C4H8S_11,S\C(=C/C)C,FundScaled,24,1409.564755,12.4706
C4H8S_11,S\C(=C/C)C,FundScaled,25,1670.395707,14.6046
C4H8S_11,S\C(=C/C)C,FundScaled,26,2635.124445,0.7148
C4H8S_11,S\C(=C/C)C,FundScaled,27,2886.942978,21.6296
C4H8S_11,S\C(=C/C)C,FundScaled,28,2904.009131,20.1067
C4H8S_11,S\C(=C/C)C,FundScaled,29,2953.997761,15.9622
C4H8S_11,S\C(=C/C)C,FundScaled,30,2979.972898,8.2437
C4H8S_11,S\C(=C/C)C,FundScaled,31,3005.298415,14.3835
C4H8S_11,S\C(=C/C)C,FundScaled,32,3012.22648,9.2348
C4H8S_11,S\C(=C/C)C,FundScaled,33,3032.356188,14.1862
C4H8S_12,SCCC=C,FundScaled,1,62.98683742,2.3158
C4H8S_12,SCCC=C,FundScaled,2,99.07105546,8.3064
C4H8S_12,SCCC=C,FundScaled,3,149.5893615,8.6195
C4H8S_12,SCCC=C,FundScaled,4,236.409634,1.0936
C4H8S_12,SCCC=C,FundScaled,5,332.0302068,0.6874
C4H8S_12,SCCC=C,FundScaled,6,433.0738799,2.1295
C4H8S_12,SCCC=C,FundScaled,7,630.0074011,11.0027
C4H8S_12,SCCC=C,FundScaled,8,654.886544,1.1174
C4H8S_12,SCCC=C,FundScaled,9,769.1889215,3.7946
C4H8S_12,SCCC=C,FundScaled,10,857.1923066,0.5292
C4H8S_12,SCCC=C,FundScaled,11,886.0662078,7.1539
C4H8S_12,SCCC=C,FundScaled,12,909.9236887,47.877
C4H8S_12,SCCC=C,FundScaled,13,942.4446377,1.992
C4H8S_12,SCCC=C,FundScaled,14,989.4158006,9.7033
C4H8S_12,SCCC=C,FundScaled,15,1004.282332,3.979
C4H8S_12,SCCC=C,FundScaled,16,1089.66224,2.8143
C4H8S_12,SCCC=C,FundScaled,17,1119.748929,0.1709
C4H8S_12,SCCC=C,FundScaled,18,1206.917485,0.791
C4H8S_12,SCCC=C,FundScaled,19,1249.017552,17.0807
C4H8S_12,SCCC=C,FundScaled,20,1257.227202,10.9044
C4H8S_12,SCCC=C,FundScaled,21,1295.244534,0.9249
C4H8S_12,SCCC=C,FundScaled,22,1376.086076,4.1743
C4H8S_12,SCCC=C,FundScaled,23,1396.780097,17.5989
C4H8S_12,SCCC=C,FundScaled,24,1401.109589,3.9908
C4H8S_12,SCCC=C,FundScaled,25,1665.323371,9.8226
C4H8S_12,SCCC=C,FundScaled,26,2617.920124,1.8747
C4H8S_12,SCCC=C,FundScaled,27,2902.461228,14.5109
C4H8S_12,SCCC=C,FundScaled,28,2939.979799,10.7848
C4H8S_12,SCCC=C,FundScaled,29,2961.389376,17.7247
C4H8S_12,SCCC=C,FundScaled,30,3001.985242,10.0863
C4H8S_12,SCCC=C,FundScaled,31,3008.004336,5.8837
C4H8S_12,SCCC=C,FundScaled,32,3023.134894,3.0223
C4H8S_12,SCCC=C,FundScaled,33,3099.803528,9.9962
C4H8S_13,SC(C=C)C,FundScaled,1,83.63124068,0.3751
C4H8S_13,SC(C=C)C,FundScaled,2,183.8587865,17.4681
C4H8S_13,SC(C=C)C,FundScaled,3,240.1551552,0.4621
C4H8S_13,SC(C=C)C,FundScaled,4,268.6452772,1.5079
C4H8S_13,SC(C=C)C,FundScaled,5,300.1792971,0.7326
C4H8S_13,SC(C=C)C,FundScaled,6,310.5570809,1.3829
C4H8S_13,SC(C=C)C,FundScaled,7,446.2415537,0.2756
C4H8S_13,SC(C=C)C,FundScaled,8,609.1334174,2.7689
C4H8S_13,SC(C=C)C,FundScaled,9,705.5975984,11.6694
C4H8S_13,SC(C=C)C,FundScaled,10,836.543514,2.4703
C4H8S_13,SC(C=C)C,FundScaled,11,874.5627543,0.9444
C4H8S_13,SC(C=C)C,FundScaled,12,917.2771356,43.9896
C4H8S_13,SC(C=C)C,FundScaled,13,942.8958789,1.8933
C4H8S_13,SC(C=C)C,FundScaled,14,986.1992878,6.2788
C4H8S_13,SC(C=C)C,FundScaled,15,1003.041395,19.9777
C4H8S_13,SC(C=C)C,FundScaled,16,1060.327555,1.6036
C4H8S_13,SC(C=C)C,FundScaled,17,1145.478932,4.8989
C4H8S_13,SC(C=C)C,FundScaled,18,1190.559252,22.423
C4H8S_13,SC(C=C)C,FundScaled,19,1249.0353,1.3577
C4H8S_13,SC(C=C)C,FundScaled,20,1274.263871,0.3526
C4H8S_13,SC(C=C)C,FundScaled,21,1336.507196,6.2475
C4H8S_13,SC(C=C)C,FundScaled,22,1380.221388,7.7071
C4H8S_13,SC(C=C)C,FundScaled,23,1405.745951,2.1627
C4H8S_13,SC(C=C)C,FundScaled,24,1407.56542,11.007
C4H8S_13,SC(C=C)C,FundScaled,25,1664.120792,6.9152
C4H8S_13,SC(C=C)C,FundScaled,26,2601.835556,4.8289
C4H8S_13,SC(C=C)C,FundScaled,27,2905.351118,18.175
C4H8S_13,SC(C=C)C,FundScaled,28,2953.393561,4.8639
C4H8S_13,SC(C=C)C,FundScaled,29,2994.4171,17.3157
C4H8S_13,SC(C=C)C,FundScaled,30,3003.063965,10.02
C4H8S_13,SC(C=C)C,FundScaled,31,3005.749943,12.6143
C4H8S_13,SC(C=C)C,FundScaled,32,3018.599009,3.682
C4H8S_13,SC(C=C)C,FundScaled,33,3105.26451,7.579
C4H8S_14,S=C(C)CC,FundScaled,1,58.6899794,0.9527
C4H8S_14,S=C(C)CC,FundScaled,2,132.0409555,0.1832
C4H8S_14,S=C(C)CC,FundScaled,3,210.6607378,0.1943
C4H8S_14,S=C(C)CC,FundScaled,4,234.3341536,0.1521
C4H8S_14,S=C(C)CC,FundScaled,5,369.0865638,1.043
C4H8S_14,S=C(C)CC,FundScaled,6,377.6832379,1.1687
C4H8S_14,S=C(C)CC,FundScaled,7,530.829857,1.9905
C4H8S_14,S=C(C)CC,FundScaled,8,686.3093996,0.5468
C4H8S_14,S=C(C)CC,FundScaled,9,766.5274669,0.7883
C4H8S_14,S=C(C)CC,FundScaled,10,894.1577284,5.381
C4H8S_14,S=C(C)CC,FundScaled,11,934.953786,5.8937
C4H8S_14,S=C(C)CC,FundScaled,12,972.1043225,1.0112
C4H8S_14,S=C(C)CC,FundScaled,13,1009.717551,10.9855
C4H8S_14,S=C(C)CC,FundScaled,14,1031.50394,9.6034
C4H8S_14,S=C(C)CC,FundScaled,15,1161.741458,3.6626
C4H8S_14,S=C(C)CC,FundScaled,16,1194.859259,34.8266
C4H8S_14,S=C(C)CC,FundScaled,17,1268.742393,16.4747
C4H8S_14,S=C(C)CC,FundScaled,18,1289.259792,65.6644
C4H8S_14,S=C(C)CC,FundScaled,19,1320.232551,23.2231
C4H8S_14,S=C(C)CC,FundScaled,20,1332.320929,3.5915
C4H8S_14,S=C(C)CC,FundScaled,21,1385.106796,6.2941
C4H8S_14,S=C(C)CC,FundScaled,22,1394.400991,12.0516
C4H8S_14,S=C(C)CC,FundScaled,23,1404.308068,2.3425
C4H8S_14,S=C(C)CC,FundScaled,24,1410.793002,6.9054
C4H8S_14,S=C(C)CC,FundScaled,25,1422.586914,10.3734
C4H8S_14,S=C(C)CC,FundScaled,26,2898.558645,3.8065
C4H8S_14,S=C(C)CC,FundScaled,27,2913.818021,20.921
C4H8S_14,S=C(C)CC,FundScaled,28,2915.11497,21.264
C4H8S_14,S=C(C)CC,FundScaled,29,2970.999601,5.9209
C4H8S_14,S=C(C)CC,FundScaled,30,2989.658028,0.6976
C4H8S_14,S=C(C)CC,FundScaled,31,3006.35128,22.1956
C4H8S_14,S=C(C)CC,FundScaled,32,3012.164552,16.9545
C4H8S_14,S=C(C)CC,FundScaled,33,3037.845796,4.0059
C4H8S_15,SC1CCC1,FundScaled,1,117.5370201,0.0864
C4H8S_15,SC1CCC1,FundScaled,2,209.4318236,16.849
C4H8S_15,SC1CCC1,FundScaled,3,282.093104,1.9852
C4H8S_15,SC1CCC1,FundScaled,4,323.6724644,0.4367
C4H8S_15,SC1CCC1,FundScaled,5,620.9232263,0.8357
C4H8S_15,SC1CCC1,FundScaled,6,653.4513318,3.6546
C4H8S_15,SC1CCC1,FundScaled,7,739.3740838,0.1011
C4H8S_15,SC1CCC1,FundScaled,8,805.5046285,1.8891
C4H8S_15,SC1CCC1,FundScaled,9,842.45068,1.3922
C4H8S_15,SC1CCC1,FundScaled,10,902.1977221,2.0151
C4H8S_15,SC1CCC1,FundScaled,11,913.4455455,1.0956
C4H8S_15,SC1CCC1,FundScaled,12,940.5899591,0.1621
C4H8S_15,SC1CCC1,FundScaled,13,1006.556,1.2274
C4H8S_15,SC1CCC1,FundScaled,14,1031.671593,0.584
C4H8S_15,SC1CCC1,FundScaled,15,1057.164287,0.8779
C4H8S_15,SC1CCC1,FundScaled,16,1143.09763,0.2718
C4H8S_15,SC1CCC1,FundScaled,17,1164.543848,1.5455
C4H8S_15,SC1CCC1,FundScaled,18,1196.094471,0.0261
C4H8S_15,SC1CCC1,FundScaled,19,1205.257177,0.346
C4H8S_15,SC1CCC1,FundScaled,20,1232.260369,21.0003
C4H8S_15,SC1CCC1,FundScaled,21,1235.937569,5.1011
C4H8S_15,SC1CCC1,FundScaled,22,1239.145494,3.1631
C4H8S_15,SC1CCC1,FundScaled,23,1397.203953,7.8339
C4H8S_15,SC1CCC1,FundScaled,24,1403.884498,3.7159
C4H8S_15,SC1CCC1,FundScaled,25,1431.482252,2.7386
C4H8S_15,SC1CCC1,FundScaled,26,2611.295781,3.0973
C4H8S_15,SC1CCC1,FundScaled,27,2932.201734,34.2658
C4H8S_15,SC1CCC1,FundScaled,28,2937.688956,20.4352
C4H8S_15,SC1CCC1,FundScaled,29,2949.751571,32.1283
C4H8S_15,SC1CCC1,FundScaled,30,2978.475663,10.7683
C4H8S_15,SC1CCC1,FundScaled,31,2994.352119,10.024
C4H8S_15,SC1CCC1,FundScaled,32,2999.273406,6.119
C4H8S_15,SC1CCC1,FundScaled,33,3014.796331,37.8028
C4H8S_16,CSC1CC1,FundScaled,1,86.62790578,1.5486
C4H8S_16,CSC1CC1,FundScaled,2,156.2212423,0.1546
C4H8S_16,CSC1CC1,FundScaled,3,181.7544893,0.4453
C4H8S_16,CSC1CC1,FundScaled,4,312.6898133,1.0261
C4H8S_16,CSC1CC1,FundScaled,5,367.1480111,0.5657
C4H8S_16,CSC1CC1,FundScaled,6,636.5236329,0.9949
C4H8S_16,CSC1CC1,FundScaled,7,712.938927,0.8041
C4H8S_16,CSC1CC1,FundScaled,8,753.1221019,0.3269
C4H8S_16,CSC1CC1,FundScaled,9,796.0897279,6.7753
C4H8S_16,CSC1CC1,FundScaled,10,889.3768047,17.8057
C4H8S_16,CSC1CC1,FundScaled,11,895.0689894,7.9761
C4H8S_16,CSC1CC1,FundScaled,12,921.5820089,3.938
C4H8S_16,CSC1CC1,FundScaled,13,950.8558153,3.2761
C4H8S_16,CSC1CC1,FundScaled,14,1012.745895,6.7856
C4H8S_16,CSC1CC1,FundScaled,15,1024.879025,2.2188
C4H8S_16,CSC1CC1,FundScaled,16,1041.351857,1.0532
C4H8S_16,CSC1CC1,FundScaled,17,1073.833207,1.5064
C4H8S_16,CSC1CC1,FundScaled,18,1130.511923,1.0249
C4H8S_16,CSC1CC1,FundScaled,19,1173.509797,3.649
C4H8S_16,CSC1CC1,FundScaled,20,1261.506789,13.7264
C4H8S_16,CSC1CC1,FundScaled,21,1281.068653,2.1359
C4H8S_16,CSC1CC1,FundScaled,22,1376.140847,7.8342
C4H8S_16,CSC1CC1,FundScaled,23,1382.971678,5.7867
C4H8S_16,CSC1CC1,FundScaled,24,1390.250698,7.8448
C4H8S_16,CSC1CC1,FundScaled,25,1432.350765,3.421
C4H8S_16,CSC1CC1,FundScaled,26,2911.592254,26.3542
C4H8S_16,CSC1CC1,FundScaled,27,3000.435717,11.0628
C4H8S_16,CSC1CC1,FundScaled,28,3006.281146,7.9043
C4H8S_16,CSC1CC1,FundScaled,29,3010.350141,7.964
C4H8S_16,CSC1CC1,FundScaled,30,3021.896629,9.5896
C4H8S_16,CSC1CC1,FundScaled,31,3023.404742,4.0283
C4H8S_16,CSC1CC1,FundScaled,32,3091.929375,0.5472
C4H8S_16,CSC1CC1,FundScaled,33,3102.676147,7.6475
C4H8S_17,SCC1CC1,FundScaled,1,90.08955254,0.7075
C4H8S_17,SCC1CC1,FundScaled,2,176.6087749,14.3766
C4H8S_17,SCC1CC1,FundScaled,3,196.5781771,2.3948
C4H8S_17,SCC1CC1,FundScaled,4,334.6744859,0.4371
C4H8S_17,SCC1CC1,FundScaled,5,396.8342227,1.8854
C4H8S_17,SCC1CC1,FundScaled,6,680.2736075,7.2155
C4H8S_17,SCC1CC1,FundScaled,7,738.2267537,2.4351
C4H8S_17,SCC1CC1,FundScaled,8,748.2863118,0.6502
C4H8S_17,SCC1CC1,FundScaled,9,803.8578701,6.7055
C4H8S_17,SCC1CC1,FundScaled,10,807.3137917,10.8412
C4H8S_17,SCC1CC1,FundScaled,11,906.8584166,2.2618
C4H8S_17,SCC1CC1,FundScaled,12,919.3769481,15.3472
C4H8S_17,SCC1CC1,FundScaled,13,962.412704,18.8357
C4H8S_17,SCC1CC1,FundScaled,14,1013.353816,5.2932
C4H8S_17,SCC1CC1,FundScaled,15,1016.208305,1.0507
C4H8S_17,SCC1CC1,FundScaled,16,1072.995705,0.1005
C4H8S_17,SCC1CC1,FundScaled,17,1109.048053,3.6954
C4H8S_17,SCC1CC1,FundScaled,18,1131.435112,1.0621
C4H8S_17,SCC1CC1,FundScaled,19,1175.271919,1.5633
C4H8S_17,SCC1CC1,FundScaled,20,1202.939616,1.238
C4H8S_17,SCC1CC1,FundScaled,21,1225.657686,20.0703
C4H8S_17,SCC1CC1,FundScaled,22,1349.236319,1.1321
C4H8S_17,SCC1CC1,FundScaled,23,1389.274169,7.2415
C4H8S_17,SCC1CC1,FundScaled,24,1394.971411,3.2235
C4H8S_17,SCC1CC1,FundScaled,25,1452.314442,1.5424
C4H8S_17,SCC1CC1,FundScaled,26,2610.749883,2.0943
C4H8S_17,SCC1CC1,FundScaled,27,2935.661567,12.8125
C4H8S_17,SCC1CC1,FundScaled,28,2993.025018,4.5036
C4H8S_17,SCC1CC1,FundScaled,29,2996.427886,14.2843
C4H8S_17,SCC1CC1,FundScaled,30,3002.280281,8.2178
C4H8S_17,SCC1CC1,FundScaled,31,3018.914277,9.4451
C4H8S_17,SCC1CC1,FundScaled,32,3085.347017,0.6504
C4H8S_17,SCC1CC1,FundScaled,33,3097.001043,13.9847
C4H8S_18,CCSC=C,FundScaled,1,63.05468104,1.6399
C4H8S_18,CCSC=C,FundScaled,2,108.8835712,1.759
C4H8S_18,CCSC=C,FundScaled,3,182.5577348,0.0311
C4H8S_18,CCSC=C,FundScaled,4,255.2523168,0.1028
C4H8S_18,CCSC=C,FundScaled,5,324.8218938,1.3956
C4H8S_18,CCSC=C,FundScaled,6,400.209419,0.3723
C4H8S_18,CCSC=C,FundScaled,7,587.7199289,14.6165
C4H8S_18,CCSC=C,FundScaled,8,650.2477007,1.4575
C4H8S_18,CCSC=C,FundScaled,9,699.6247835,12.9624
C4H8S_18,CCSC=C,FundScaled,10,741.150995,2.2214
C4H8S_18,CCSC=C,FundScaled,11,888.788445,44.8701
C4H8S_18,CCSC=C,FundScaled,12,948.1719369,1.8342
C4H8S_18,CCSC=C,FundScaled,13,955.0453258,31.6778
C4H8S_18,CCSC=C,FundScaled,14,983.101573,2.2283
C4H8S_18,CCSC=C,FundScaled,15,1023.119671,1.138
C4H8S_18,CCSC=C,FundScaled,16,1038.925326,7.2494
C4H8S_18,CCSC=C,FundScaled,17,1212.151081,2.6041
C4H8S_18,CCSC=C,FundScaled,18,1230.088419,12.8474
C4H8S_18,CCSC=C,FundScaled,19,1247.913924,5.5978
C4H8S_18,CCSC=C,FundScaled,20,1337.660633,7.4776
C4H8S_18,CCSC=C,FundScaled,21,1342.526003,5.0274
C4H8S_18,CCSC=C,FundScaled,22,1386.753078,3.7912
C4H8S_18,CCSC=C,FundScaled,23,1403.082875,10.0591
C4H8S_18,CCSC=C,FundScaled,24,1408.201681,2.7214
C4H8S_18,CCSC=C,FundScaled,25,1612.898,50.5144
C4H8S_18,CCSC=C,FundScaled,26,2907.884233,21.2712
C4H8S_18,CCSC=C,FundScaled,27,2929.229591,17.0688
C4H8S_18,CCSC=C,FundScaled,28,2984.972429,2.2205
C4H8S_18,CCSC=C,FundScaled,29,2994.086852,20.0713
C4H8S_18,CCSC=C,FundScaled,30,3010.659874,12.5241
C4H8S_18,CCSC=C,FundScaled,31,3011.135925,8.4181
C4H8S_18,CCSC=C,FundScaled,32,3023.680983,3.4982
C4H8S_18,CCSC=C,FundScaled,33,3112.739809,3.5245
C4H8S_19,CSC=CC,FundScaled,1,44.29701744,2.9765
C4H8S_19,CSC=CC,FundScaled,2,108.0659172,0.8764
C4H8S_19,CSC=CC,FundScaled,3,151.8197086,0.262
C4H8S_19,CSC=CC,FundScaled,4,181.9252911,0.6341
C4H8S_19,CSC=CC,FundScaled,5,251.870632,0.2666
C4H8S_19,CSC=CC,FundScaled,6,406.7847157,1.3544
C4H8S_19,CSC=CC,FundScaled,7,533.2894029,2.883
C4H8S_19,CSC=CC,FundScaled,8,658.232828,46.5152
C4H8S_19,CSC=CC,FundScaled,9,709.3109631,2.0687
C4H8S_19,CSC=CC,FundScaled,10,745.8017658,18.1684
C4H8S_19,CSC=CC,FundScaled,11,909.4207299,13.4458
C4H8S_19,CSC=CC,FundScaled,12,921.5480394,2.4925
C4H8S_19,CSC=CC,FundScaled,13,932.918382,6.2977
C4H8S_19,CSC=CC,FundScaled,14,945.2392986,5.0681
C4H8S_19,CSC=CC,FundScaled,15,1004.860577,2.4514
C4H8S_19,CSC=CC,FundScaled,16,1045.267703,0.6178
C4H8S_19,CSC=CC,FundScaled,17,1192.06622,0.0813
C4H8S_19,CSC=CC,FundScaled,18,1274.85786,9.8946
